iban,amount,date
XP63GDCF7781219037233860,"€5233,53",13/10/2022
PR71WSUL3373086299649222,"€464,83",15/12/2021
WN79SFLC6822028389131629,"€8749,80",14/07/2021
RL09EPDX7528085017889954,"€6488,09",31/05/2021
WT28XOGH7670593356687718,"€4862,08",02/04/2020
XG10BMFI7196495106021090,"€1387,28",13/03/2020
PD48LKBQ0359110480313433,"€4142,78",29/12/2020
TQ42FQGK7504668908121082,"€5638,41",17/10/2021
SW33USQT2593131146896962,"€2319,12",01/08/2021
BN28AMIC9885511373696422,"€4121,86",03/10/2021
RG03FXEU7598173753305108,"€983,96",06/06/2021
TB52SFTP2737020287888904,"€4507,55",02/12/2020
NJ84VLIQ2717525477716970,"€299,98",20/01/2021
PR71WSUL3373086299649222,"€207,71",05/04/2022
OC06NIHQ3445682540896305,"€6597,10",11/03/2020
NJ84VLIQ2717525477716970,"€7923,46",02/02/2021
GW69NCED6595613543369289,"€7951,18",16/09/2022
ZF83QTIK2093510085478891,"€4921,93",26/03/2022
KT44MXNQ7249551121872917,"€4457,96",27/02/2020
IJ02YJZN1459113278591727,"€3215,69",01/06/2022
HG63XUMM8029320556780672,"€9740,69",24/04/2020
LM52HKCB2384225797244246,"€7912,74",11/12/2021
UK46XCJK5130346395669069,"€209,95",18/11/2022
BP29TPUJ6310621823872564,"€9987,42",30/08/2020
WD52FTUZ8278815624905675,"€6219,65",25/09/2022
NA38ISGF6658874953084910,"€7145,53",19/05/2021
EV25EYNT8611553704952671,"€1966,98",19/06/2022
YG32AIZY9488675037370706,"€7045,14",14/04/2021
EK58GJRI3494492520481496,"€3091,61",17/04/2020
IJ02YJZN1459113278591727,"€549,10",18/01/2021
EF62PIJZ9881548659721222,"€8599,23",28/09/2021
MJ34AOFS7606755782424999,"€2844,76",17/07/2020
WH39HFYD7954475145033871,"€5039,76",23/06/2022
UA22PBJL5345594418538644,"€4569,69",02/07/2022
OM60BCJZ8074608343094365,"€6446,29",20/05/2022
FJ51QVCZ4071876469072835,"€1423,19",28/02/2022
ZF83QTIK2093510085478891,"€1773,79",03/11/2022
EF62PIJZ9881548659721222,"€8188,35",26/11/2020
NX52VYJQ7332172388663407,"€9056,55",02/12/2021
UK46XCJK5130346395669069,"€8696,27",12/06/2020
ZF83QTIK2093510085478891,"€7166,83",23/06/2021
KQ93FGEY6361663962535877,"€222,79",23/07/2020
WD52FTUZ8278815624905675,"€4080,16",12/02/2022
LY42SXCS6002449311267945,"€6367,84",16/03/2020
TE94QYDP6805848077193773,"€2828,49",02/02/2021
BL91WYEM7893463245289011,"€7313,19",23/02/2022
FJ51QVCZ4071876469072835,"€818,23",12/08/2021
IX35DFVK6952181976345520,"€8852,21",25/09/2020
FH49EBUS9790640749129224,"€1765,18",29/06/2022
PE97VTKD2117787476167401,"€7345,50",17/11/2020
ND01TMBO1447382433152715,"€7170,85",27/02/2020
GR31KOSL5868902598342398,"€9761,72",17/11/2021
LK11TXLK9955464498656415,"€4742,49",08/08/2022
LY42SXCS6002449311267945,"€9207,07",29/04/2022
WK05HWZD5591225804593608,"€2730,46",27/12/2021
GR31KOSL5868902598342398,"€4071,01",31/05/2021
OA37CQDJ5874702614492234,"€152,70",27/02/2021
RW16JLAK0388910387065777,"€7112,42",11/11/2020
ND01TMBO1447382433152715,"€1932,34",02/02/2022
WM39ZLRO8923014308284958,"€2013,65",18/09/2022
EV25EYNT8611553704952671,"€4412,12",06/06/2020
OA37CQDJ5874702614492234,"€1222,98",18/12/2021
YI62HTEN5739745820890142,"€4860,55",14/08/2020
TE45XENC2105749011568013,"€6305,18",01/10/2022
YG32AIZY9488675037370706,"€2803,14",23/12/2021
DM59BZQF5862676480464137,"€9868,90",18/06/2021
BS06UUKY7010484849656585,"€3702,95",09/08/2022
WD52FTUZ8278815624905675,"€4301,85",17/07/2022
OI76JTQR8783503631662856,"€6128,44",18/07/2021
WM39ZLRO8923014308284958,"€5919,07",09/01/2021
BL91WYEM7893463245289011,"€5548,07",28/01/2022
WD52FTUZ8278815624905675,"€3010,45",08/02/2021
IC45NSEU7014035399074000,"€620,55",22/03/2022
TE94QYDP6805848077193773,"€2465,00",10/09/2021
IX35DFVK6952181976345520,"€6874,32",26/06/2021
FH49EBUS9790640749129224,"€8030,59",03/03/2020
YE33IPZN5036182368776050,"€1364,90",29/04/2021
BL91WYEM7893463245289011,"€1594,61",02/01/2022
IC45NSEU7014035399074000,"€5592,23",24/03/2022
FU57KYSJ7187405817063989,"€2198,84",23/02/2020
MJ34AOFS7606755782424999,"€2953,31",23/06/2022
BS06UUKY7010484849656585,"€1124,93",24/01/2022
KD27WFUW1994525153688845,"€3388,28",24/04/2022
TE94QYDP6805848077193773,"€2515,15",09/07/2021
FU72XWUI7778741314347558,"€2771,16",27/05/2021
ND01TMBO1447382433152715,"€6387,82",31/08/2022
FJ51QVCZ4071876469072835,"€8967,35",19/03/2020
UK46XCJK5130346395669069,"€6053,62",22/09/2022
FO50WRNR6368136727316283,"€9420,28",23/01/2022
ZF83QTIK2093510085478891,"€1725,75",08/11/2021
TW60ZFZE5455186650176728,"€2995,65",02/09/2020
IC45NSEU7014035399074000,"€2612,23",28/10/2020
ND01TMBO1447382433152715,"€9128,56",25/12/2021
FJ51QVCZ4071876469072835,"€812,70",14/02/2022
NX52VYJQ7332172388663407,"€9813,63",19/06/2021
BS06UUKY7010484849656585,"€802,25",09/01/2020
TW60ZFZE5455186650176728,"€1345,23",12/11/2022
MK19QSLS5520104779010335,"€3641,16",28/09/2021
WK05HWZD5591225804593608,"€8321,66",29/05/2020
GR31KOSL5868902598342398,"€5522,56",22/06/2021
PE97VTKD2117787476167401,"€9110,39",23/10/2021
IX35DFVK6952181976345520,"€1689,44",19/10/2020
FJ51QVCZ4071876469072835,"€5244,66",29/03/2020
PE97VTKD2117787476167401,"€7105,07",24/02/2022
KD27WFUW1994525153688845,"€6520,06",24/07/2020
TE45XENC2105749011568013,"€6639,86",11/09/2020
HW78GAHQ3332032503939240,"€7120,56",14/10/2021
FJ51QVCZ4071876469072835,"€7603,52",18/01/2020
MJ34AOFS7606755782424999,"€5390,16",17/08/2020
WO71OALR7349870387403646,"€8293,71",25/10/2020
IX35DFVK6952181976345520,"€4288,37",06/09/2020
OA37CQDJ5874702614492234,"€3543,15",31/08/2021
ND01TMBO1447382433152715,"€1090,14",28/11/2020
RW16JLAK0388910387065777,"€310,37",12/02/2020
KT44MXNQ7249551121872917,"€712,88",22/02/2022
IJ02YJZN1459113278591727,"€6347,02",17/08/2022
EF62PIJZ9881548659721222,"€683,42",12/04/2021
RW16JLAK0388910387065777,"€7898,76",09/03/2021
IJ02YJZN1459113278591727,"€3250,25",30/09/2021
KT44MXNQ7249551121872917,"€6417,53",02/08/2022
UA22PBJL5345594418538644,"€1711,90",03/05/2022
IJ02YJZN1459113278591727,"€9606,62",07/05/2021
YI62HTEN5739745820890142,"€4359,71",10/11/2020
DM59BZQF5862676480464137,"€4753,86",04/02/2021
DM59BZQF5862676480464137,"€692,43",10/11/2022
KQ93FGEY6361663962535877,"€691,69",04/04/2022
IC45NSEU7014035399074000,"€307,74",26/04/2021
GW69NCED6595613543369289,"€5857,47",21/06/2021
TE94QYDP6805848077193773,"€8958,94",28/10/2021
FH49EBUS9790640749129224,"€4873,86",03/02/2021
MK19QSLS5520104779010335,"€9551,31",07/06/2022
LK11TXLK9955464498656415,"€1824,63",21/02/2021
NX52VYJQ7332172388663407,"€2424,92",11/08/2020
IC45NSEU7014035399074000,"€8729,05",09/01/2021
WP19QDYB8206191961152292,"€8932,57",02/05/2022
VK52OTDE7058948010602650,"€1427,32",20/06/2022
IJ02YJZN1459113278591727,"€3011,80",15/04/2020
KQ93FGEY6361663962535877,"€4047,15",10/05/2021
HG63XUMM8029320556780672,"€6177,45",04/05/2020
WH39HFYD7954475145033871,"€5494,21",06/02/2022
LM52HKCB2384225797244246,"€3949,54",07/11/2021
WO42WYBF5040063753517656,"€7610,75",23/08/2022
KD27WFUW1994525153688845,"€2599,88",14/08/2021
LK11TXLK9955464498656415,"€7461,91",18/06/2020
FJ51QVCZ4071876469072835,"€409,87",18/06/2021
FJ51QVCZ4071876469072835,"€1883,37",05/04/2021
MY87UNZR9329832718368216,"€1046,09",10/11/2022
WO71OALR7349870387403646,"€6566,08",07/06/2021
KT44MXNQ7249551121872917,"€6766,64",04/10/2021
EX24GVJP7144104973232484,"€1812,02",26/04/2020
IJ02YJZN1459113278591727,"€1303,72",05/09/2022
ND01TMBO1447382433152715,"€1783,65",03/11/2020
WO42WYBF5040063753517656,"€2334,25",26/11/2020
WD52FTUZ8278815624905675,"€7363,27",15/11/2021
CG80EVJO5871950581852736,"€6089,34",04/11/2020
FU57KYSJ7187405817063989,"€8865,59",09/04/2020
TE45XENC2105749011568013,"€1653,59",20/11/2020
WP19QDYB8206191961152292,"€9670,95",30/12/2022
WH39HFYD7954475145033871,"€5559,44",03/05/2022
WO71OALR7349870387403646,"€9992,92",23/05/2020
TE45XENC2105749011568013,"€5668,81",06/02/2021
WD52FTUZ8278815624905675,"€9034,58",16/04/2022
MK19QSLS5520104779010335,"€7343,91",03/01/2022
ND01TMBO1447382433152715,"€7801,18",07/10/2022
ND01TMBO1447382433152715,"€7169,77",15/09/2022
WO42WYBF5040063753517656,"€4698,31",22/07/2020
WK05HWZD5591225804593608,"€3088,15",17/06/2021
VK52OTDE7058948010602650,"€4292,92",06/05/2022
TW60ZFZE5455186650176728,"€1168,85",11/11/2021
NA38ISGF6658874953084910,"€2062,58",12/10/2022
PD27IIZR0203047936829770,"€2521,39",13/04/2021
GR31KOSL5868902598342398,"€2044,73",19/07/2020
ZF83QTIK2093510085478891,"€3716,07",03/09/2021
KT44MXNQ7249551121872917,"€6004,34",21/12/2022
EV25EYNT8611553704952671,"€7724,57",17/09/2021
NX52VYJQ7332172388663407,"€5239,15",13/04/2021
BP29TPUJ6310621823872564,"€2114,51",29/09/2022
LK11TXLK9955464498656415,"€1422,71",08/09/2022
WP19QDYB8206191961152292,"€9799,21",02/10/2022
YG32AIZY9488675037370706,"€3330,32",16/01/2022
EK58GJRI3494492520481496,"€596,74",11/04/2020
FJ51QVCZ4071876469072835,"€2697,95",02/04/2020
IJ02YJZN1459113278591727,"€2654,04",26/11/2020
BS06UUKY7010484849656585,"€9928,08",04/09/2020
ND01TMBO1447382433152715,"€8153,61",18/10/2021
FU57KYSJ7187405817063989,"€771,06",20/09/2020
EK58GJRI3494492520481496,"€7433,69",15/12/2021
PE97VTKD2117787476167401,"€1581,49",23/11/2022
ZF83QTIK2093510085478891,"€1919,52",07/05/2021
LK11TXLK9955464498656415,"€2882,97",20/02/2020
WM39ZLRO8923014308284958,"€9162,27",12/11/2020
UR27EPEW6749649738989206,"€1285,67",24/06/2021
EV25EYNT8611553704952671,"€2565,31",15/02/2022
BL91WYEM7893463245289011,"€658,04",04/10/2020
EK58GJRI3494492520481496,"€4121,60",31/05/2020
TE94QYDP6805848077193773,"€3314,28",11/03/2022
BP29TPUJ6310621823872564,"€5191,87",06/06/2020
HG63XUMM8029320556780672,"€4321,36",16/07/2022
GR31KOSL5868902598342398,"€478,68",22/02/2020
UR27EPEW6749649738989206,"€2838,32",13/01/2021
KQ93FGEY6361663962535877,"€4929,73",20/01/2022
QS64LQLE2555553037497653,"€4510,55",27/02/2022
FJ51QVCZ4071876469072835,"€5898,72",03/07/2022
GW69NCED6595613543369289,"€1689,95",03/07/2020
DM59BZQF5862676480464137,"€9773,46",08/11/2022
EK58GJRI3494492520481496,"€5745,39",17/11/2021
RW16JLAK0388910387065777,"€3829,19",12/07/2021
UK46XCJK5130346395669069,"€4498,28",25/10/2020
WK05HWZD5591225804593608,"€9544,97",07/06/2021
DM59BZQF5862676480464137,"€2424,22",09/07/2022
TE94QYDP6805848077193773,"€7948,94",12/05/2021
ZF83QTIK2093510085478891,"€6266,88",13/10/2021
KD27WFUW1994525153688845,"€3212,38",31/12/2020
YE33IPZN5036182368776050,"€7568,94",23/02/2020
VK52OTDE7058948010602650,"€154,93",28/06/2022
EK58GJRI3494492520481496,"€3953,60",15/11/2022
EV25EYNT8611553704952671,"€3361,06",18/10/2022
MJ34AOFS7606755782424999,"€1195,41",19/12/2020
BS06UUKY7010484849656585,"€9852,81",17/08/2020
MK19QSLS5520104779010335,"€2327,39",09/01/2021
IC45NSEU7014035399074000,"€747,89",10/04/2022
CG80EVJO5871950581852736,"€5896,12",12/10/2021
MJ34AOFS7606755782424999,"€4951,25",19/11/2020
QK76YHHS6347816505846314,"€5680,49",07/11/2022
IC45NSEU7014035399074000,"€5967,98",12/06/2021
YE33IPZN5036182368776050,"€1030,24",14/09/2020
GW69NCED6595613543369289,"€336,37",04/10/2022
ND01TMBO1447382433152715,"€222,04",28/02/2021
BS06UUKY7010484849656585,"€3865,65",22/02/2022
HW78GAHQ3332032503939240,"€9028,77",26/12/2020
FJ51QVCZ4071876469072835,"€5102,80",22/01/2021
ND01TMBO1447382433152715,"€6390,39",07/08/2021
EV25EYNT8611553704952671,"€9261,38",18/12/2022
TB08WWAL3671501213548985,"€4770,31",21/11/2022
WH39HFYD7954475145033871,"€9362,31",25/05/2021
PE97VTKD2117787476167401,"€5508,42",16/11/2021
KQ93FGEY6361663962535877,"€6644,37",21/07/2021
KT44MXNQ7249551121872917,"€9524,87",28/05/2022
EF62PIJZ9881548659721222,"€6539,16",14/12/2020
NX52VYJQ7332172388663407,"€4529,61",10/10/2022
VK52OTDE7058948010602650,"€6552,53",26/02/2021
WM39ZLRO8923014308284958,"€5260,43",02/06/2020
ND01TMBO1447382433152715,"€3462,63",18/08/2021
YG32AIZY9488675037370706,"€8842,50",07/07/2021
NA30KDAE2038856374082263,"€8996,96",13/08/2022
BL91WYEM7893463245289011,"€37,68",04/12/2021
EK58GJRI3494492520481496,"€9411,25",04/01/2020
LM52HKCB2384225797244246,"€6352,82",30/03/2020
WM39ZLRO8923014308284958,"€4813,93",01/11/2021
ND01TMBO1447382433152715,"€1237,48",18/05/2021
GR31KOSL5868902598342398,"€3142,23",18/12/2021
OA37CQDJ5874702614492234,"€7908,05",02/02/2021
IC45NSEU7014035399074000,"€6442,92",28/09/2022
FJ51QVCZ4071876469072835,"€7780,28",19/08/2021
MY87UNZR9329832718368216,"€3591,59",09/09/2022
YI62HTEN5739745820890142,"€6131,27",01/11/2022
YG32AIZY9488675037370706,"€9473,82",30/01/2022
YI62HTEN5739745820890142,"€6847,23",16/05/2020
TB08WWAL3671501213548985,"€1632,81",03/07/2022
NA38ISGF6658874953084910,"€2075,35",23/10/2020
GR31KOSL5868902598342398,"€737,86",10/06/2020
EV25EYNT8611553704952671,"€3879,67",30/08/2020
TB08WWAL3671501213548985,"€8433,57",29/07/2020
HG63XUMM8029320556780672,"€358,30",06/11/2020
MK19QSLS5520104779010335,"€3270,42",23/07/2020
BS06UUKY7010484849656585,"€9422,44",20/12/2022
WM39ZLRO8923014308284958,"€7967,06",06/08/2022
UA22PBJL5345594418538644,"€2568,68",26/04/2021
TE94QYDP6805848077193773,"€1941,94",03/05/2021
FL14EEQD2184689902100152,"€4372,97",12/05/2022
BP29TPUJ6310621823872564,"€5017,55",23/07/2021
GW69NCED6595613543369289,"€1065,57",12/02/2021
EV25EYNT8611553704952671,"€267,03",07/10/2022
BS06UUKY7010484849656585,"€6311,00",15/06/2022
OA37CQDJ5874702614492234,"€2103,13",25/06/2022
CG80EVJO5871950581852736,"€5321,44",21/01/2021
BS06UUKY7010484849656585,"€7211,35",12/06/2022
EV25EYNT8611553704952671,"€3043,58",30/04/2021
TE94QYDP6805848077193773,"€3568,49",10/12/2021
KT44MXNQ7249551121872917,"€5082,45",05/06/2021
FJ51QVCZ4071876469072835,"€487,30",20/06/2021
WO42WYBF5040063753517656,"€6974,57",23/02/2022
PD27IIZR0203047936829770,"€4728,57",29/04/2022
TW60ZFZE5455186650176728,"€4526,83",22/03/2022
UR27EPEW6749649738989206,"€9877,17",18/03/2020
EX24GVJP7144104973232484,"€7727,85",01/08/2022
ZF83QTIK2093510085478891,"€1148,79",10/02/2021
TE94QYDP6805848077193773,"€28,03",13/02/2021
FU72XWUI7778741314347558,"€3289,61",16/11/2021
FJ51QVCZ4071876469072835,"€8168,83",03/03/2022
WM39ZLRO8923014308284958,"€9746,23",05/12/2022
WD52FTUZ8278815624905675,"€2884,94",08/05/2020
TB08WWAL3671501213548985,"€4286,20",13/12/2022
QS64LQLE2555553037497653,"€3532,09",21/11/2021
KQ93FGEY6361663962535877,"€1111,29",03/10/2020
PE97VTKD2117787476167401,"€6887,16",09/10/2021
OA37CQDJ5874702614492234,"€6904,74",27/02/2020
LK11TXLK9955464498656415,"€6204,73",03/10/2020
YG32AIZY9488675037370706,"€6065,27",12/01/2020
LK11TXLK9955464498656415,"€8599,19",07/06/2022
FH49EBUS9790640749129224,"€2194,16",11/11/2021
WD52FTUZ8278815624905675,"€9524,55",22/05/2022
FU72XWUI7778741314347558,"€9917,13",21/03/2021
EK58GJRI3494492520481496,"€925,57",05/05/2022
UK46XCJK5130346395669069,"€6429,66",28/02/2020
TE45XENC2105749011568013,"€4373,37",01/12/2020
WD52FTUZ8278815624905675,"€2976,96",19/05/2020
OA37CQDJ5874702614492234,"€827,09",27/03/2021
CG80EVJO5871950581852736,"€4759,28",04/04/2022
FH49EBUS9790640749129224,"€9747,26",28/06/2020
BL91WYEM7893463245289011,"€2420,94",07/07/2020
BS06UUKY7010484849656585,"€8532,41",28/04/2020
EF62PIJZ9881548659721222,"€740,99",18/07/2020
FH49EBUS9790640749129224,"€990,11",24/11/2020
ZF83QTIK2093510085478891,"€3662,70",28/01/2022
IX35DFVK6952181976345520,"€8028,97",20/11/2021
TB08WWAL3671501213548985,"€3775,95",19/05/2022
FL14EEQD2184689902100152,"€1514,99",06/04/2021
EX24GVJP7144104973232484,"€7989,74",16/06/2020
KQ93FGEY6361663962535877,"€56,45",24/08/2020
OM60BCJZ8074608343094365,"€3699,67",10/06/2020
EV25EYNT8611553704952671,"€7520,83",11/07/2021
IJ02YJZN1459113278591727,"€3308,26",12/07/2020
WM39ZLRO8923014308284958,"€1783,25",18/05/2021
KD27WFUW1994525153688845,"€5688,49",27/11/2021
FL14EEQD2184689902100152,"€2978,35",02/02/2022
EV25EYNT8611553704952671,"€247,72",19/04/2021
VK52OTDE7058948010602650,"€789,35",22/12/2022
MY87UNZR9329832718368216,"€7993,51",26/11/2022
BL91WYEM7893463245289011,"€189,70",20/11/2020
IJ02YJZN1459113278591727,"€2326,57",15/04/2021
FH49EBUS9790640749129224,"€2475,30",28/03/2022
FJ51QVCZ4071876469072835,"€8319,96",02/08/2022
CG80EVJO5871950581852736,"€1154,55",20/08/2021
TW60ZFZE5455186650176728,"€5843,88",24/01/2020
UR27EPEW6749649738989206,"€7671,73",23/11/2020
NA38ISGF6658874953084910,"€9472,86",11/02/2020
FH49EBUS9790640749129224,"€3041,82",07/08/2020
EV25EYNT8611553704952671,"€1892,32",29/03/2022
GW69NCED6595613543369289,"€8910,26",18/08/2022
YE33IPZN5036182368776050,"€4342,58",31/12/2021
DM59BZQF5862676480464137,"€6479,24",28/11/2022
TB08WWAL3671501213548985,"€9181,08",06/09/2022
BS06UUKY7010484849656585,"€3440,62",08/07/2021
EV25EYNT8611553704952671,"€7382,10",12/07/2022
NA38ISGF6658874953084910,"€7651,23",22/05/2020
BL91WYEM7893463245289011,"€6209,42",18/03/2022
CG80EVJO5871950581852736,"€7742,46",14/10/2022
WD52FTUZ8278815624905675,"€746,09",24/11/2021
CG80EVJO5871950581852736,"€6089,14",23/04/2020
UR27EPEW6749649738989206,"€9358,40",15/12/2020
IJ02YJZN1459113278591727,"€6055,85",26/09/2020
IC45NSEU7014035399074000,"€1459,02",17/12/2021
BL91WYEM7893463245289011,"€80,66",14/09/2021
QK76YHHS6347816505846314,"€2098,25",28/03/2022
OI76JTQR8783503631662856,"€7270,32",27/01/2022
ND01TMBO1447382433152715,"€1721,29",30/08/2021
RW16JLAK0388910387065777,"€4793,17",13/05/2022
IC45NSEU7014035399074000,"€3814,67",09/03/2021
FJ51QVCZ4071876469072835,"€3071,94",10/11/2020
FJ51QVCZ4071876469072835,"€7225,57",28/02/2021
YG32AIZY9488675037370706,"€2262,67",19/09/2021
ZF83QTIK2093510085478891,"€4664,71",18/09/2021
FU57KYSJ7187405817063989,"€456,80",16/04/2021
WP19QDYB8206191961152292,"€7449,55",27/07/2021
WP19QDYB8206191961152292,"€3828,70",23/01/2021
WH39HFYD7954475145033871,"€3975,55",05/10/2020
FU72XWUI7778741314347558,"€5083,84",11/04/2022
WD52FTUZ8278815624905675,"€222,08",03/11/2021
NA30KDAE2038856374082263,"€2923,04",28/12/2020
MY87UNZR9329832718368216,"€7794,04",05/06/2021
EX24GVJP7144104973232484,"€5307,70",14/01/2021
FJ51QVCZ4071876469072835,"€5578,33",16/05/2022
HW78GAHQ3332032503939240,"€4753,86",10/04/2020
GR31KOSL5868902598342398,"€2379,15",03/07/2020
ZF83QTIK2093510085478891,"€9483,51",18/04/2020
TE94QYDP6805848077193773,"€8307,73",11/05/2021
WO42WYBF5040063753517656,"€196,27",05/10/2020
WH39HFYD7954475145033871,"€7453,68",27/06/2021
FU72XWUI7778741314347558,"€997,28",15/05/2020
ZF83QTIK2093510085478891,"€7390,28",19/03/2020
LM52HKCB2384225797244246,"€1223,50",13/01/2021
GR31KOSL5868902598342398,"€9225,55",30/03/2020
WD52FTUZ8278815624905675,"€1624,82",29/03/2021
CG80EVJO5871950581852736,"€6828,13",04/05/2020
TE94QYDP6805848077193773,"€3067,65",04/12/2020
WH39HFYD7954475145033871,"€8173,08",06/02/2021
IJ02YJZN1459113278591727,"€4833,46",10/03/2022
NA30KDAE2038856374082263,"€7950,90",10/06/2021
TB08WWAL3671501213548985,"€904,49",20/10/2021
ZF83QTIK2093510085478891,"€4197,82",19/04/2020
IX35DFVK6952181976345520,"€938,90",28/05/2021
LK11TXLK9955464498656415,"€2361,23",15/09/2020
EK58GJRI3494492520481496,"€8955,90",26/11/2020
TE94QYDP6805848077193773,"€6034,94",09/07/2020
FJ51QVCZ4071876469072835,"€5967,83",25/05/2022
IJ02YJZN1459113278591727,"€2851,68",27/07/2021
WP19QDYB8206191961152292,"€9824,23",22/01/2020
LY42SXCS6002449311267945,"€1519,17",26/12/2021
IC45NSEU7014035399074000,"€7726,54",29/09/2020
GR31KOSL5868902598342398,"€7938,71",18/04/2020
NX52VYJQ7332172388663407,"€2699,71",16/09/2022
KD27WFUW1994525153688845,"€5839,93",08/06/2021
WH39HFYD7954475145033871,"€3574,15",25/02/2022
UK46XCJK5130346395669069,"€3978,28",12/11/2021
UR27EPEW6749649738989206,"€5104,77",14/02/2022
YE33IPZN5036182368776050,"€1322,90",21/11/2022
YG32AIZY9488675037370706,"€7923,28",19/01/2021
WO71OALR7349870387403646,"€9990,69",15/08/2022
YI62HTEN5739745820890142,"€3043,85",20/08/2021
WP19QDYB8206191961152292,"€2810,30",05/05/2020
WD52FTUZ8278815624905675,"€8447,73",24/10/2020
WD52FTUZ8278815624905675,"€4613,16",10/10/2020
QS64LQLE2555553037497653,"€1067,81",01/11/2022
RW16JLAK0388910387065777,"€6932,49",17/04/2021
NA30KDAE2038856374082263,"€7728,88",31/12/2020
CG80EVJO5871950581852736,"€6025,39",19/11/2022
LK11TXLK9955464498656415,"€2831,95",15/08/2021
IJ02YJZN1459113278591727,"€1214,13",17/10/2022
TB08WWAL3671501213548985,"€7514,52",07/09/2021
WH39HFYD7954475145033871,"€7276,66",28/05/2021
UR27EPEW6749649738989206,"€293,15",05/11/2020
ZF83QTIK2093510085478891,"€5130,48",18/02/2022
EF62PIJZ9881548659721222,"€7972,08",09/08/2020
CG80EVJO5871950581852736,"€8556,01",07/07/2022
OM60BCJZ8074608343094365,"€8163,61",20/09/2022
IJ02YJZN1459113278591727,"€1205,71",01/01/2020
CG80EVJO5871950581852736,"€9810,34",19/07/2021
TE94QYDP6805848077193773,"€378,80",12/09/2022
TB08WWAL3671501213548985,"€727,82",23/03/2022
MJ34AOFS7606755782424999,"€6309,84",31/10/2020
ND01TMBO1447382433152715,"€5083,38",08/03/2022
PE97VTKD2117787476167401,"€6269,91",11/08/2020
KQ93FGEY6361663962535877,"€2824,06",16/02/2021
LY42SXCS6002449311267945,"€4093,91",04/02/2020
MK19QSLS5520104779010335,"€8513,83",27/02/2020
GR31KOSL5868902598342398,"€2834,25",08/11/2021
WK05HWZD5591225804593608,"€8653,00",09/11/2020
YI62HTEN5739745820890142,"€9395,55",12/07/2021
KQ93FGEY6361663962535877,"€4937,10",07/02/2021
WD52FTUZ8278815624905675,"€1576,49",17/11/2021
MK19QSLS5520104779010335,"€1809,10",15/10/2020
IJ02YJZN1459113278591727,"€233,09",02/06/2020
TB08WWAL3671501213548985,"€9977,92",08/03/2022
EX24GVJP7144104973232484,"€1178,34",26/07/2022
MY87UNZR9329832718368216,"€1511,25",28/07/2020
KT44MXNQ7249551121872917,"€3961,55",04/02/2020
UR27EPEW6749649738989206,"€9290,53",13/11/2020
NA30KDAE2038856374082263,"€8235,20",29/09/2022
YI62HTEN5739745820890142,"€2078,17",16/10/2022
KQ93FGEY6361663962535877,"€1229,58",19/11/2020
PE97VTKD2117787476167401,"€5745,33",12/05/2020
NA30KDAE2038856374082263,"€47,53",03/05/2022
YI62HTEN5739745820890142,"€4987,86",02/05/2022
GW69NCED6595613543369289,"€2212,72",30/05/2021
KQ93FGEY6361663962535877,"€9109,84",01/04/2022
IX35DFVK6952181976345520,"€3917,80",25/05/2022
CG80EVJO5871950581852736,"€7210,02",18/05/2021
EF62PIJZ9881548659721222,"€9403,37",02/04/2020
IX35DFVK6952181976345520,"€6252,94",14/03/2022
FJ51QVCZ4071876469072835,"€1862,47",08/11/2022
EF62PIJZ9881548659721222,"€8527,29",06/03/2020
TE94QYDP6805848077193773,"€8895,26",30/05/2022
WH39HFYD7954475145033871,"€7522,35",20/11/2022
BP29TPUJ6310621823872564,"€3868,45",17/10/2022
IC45NSEU7014035399074000,"€5890,46",21/10/2022
KT44MXNQ7249551121872917,"€8408,40",21/03/2020
FO50WRNR6368136727316283,"€9769,83",19/07/2020
ND01TMBO1447382433152715,"€1326,72",18/11/2022
GR31KOSL5868902598342398,"€188,75",26/02/2020
MJ34AOFS7606755782424999,"€7394,28",05/07/2022
YE33IPZN5036182368776050,"€4275,10",02/01/2020
DM59BZQF5862676480464137,"€521,99",09/05/2021
QK76YHHS6347816505846314,"€1599,21",30/11/2020
FJ51QVCZ4071876469072835,"€4570,80",21/04/2021
NX52VYJQ7332172388663407,"€7297,29",20/04/2020
DM59BZQF5862676480464137,"€3507,47",19/11/2020
IX35DFVK6952181976345520,"€5848,27",20/05/2020
EK58GJRI3494492520481496,"€3948,04",15/12/2020
IC45NSEU7014035399074000,"€4157,49",16/06/2020
MJ34AOFS7606755782424999,"€2618,84",05/10/2020
LK11TXLK9955464498656415,"€3963,28",22/08/2021
BS06UUKY7010484849656585,"€6262,26",23/07/2022
OA37CQDJ5874702614492234,"€3587,67",19/08/2021
ND01TMBO1447382433152715,"€6221,20",20/06/2022
WD52FTUZ8278815624905675,"€9028,60",01/09/2021
IJ02YJZN1459113278591727,"€2825,35",12/02/2022
WH39HFYD7954475145033871,"€4082,96",15/01/2020
UK46XCJK5130346395669069,"€6428,44",22/12/2022
WO71OALR7349870387403646,"€2448,51",11/09/2022
FJ51QVCZ4071876469072835,"€4405,17",21/09/2021
MY87UNZR9329832718368216,"€8578,88",09/09/2020
CG80EVJO5871950581852736,"€854,34",09/10/2022
ZF83QTIK2093510085478891,"€8535,53",04/09/2021
GR31KOSL5868902598342398,"€7625,03",11/12/2021
IX35DFVK6952181976345520,"€595,57",16/12/2022
